鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
中山區,房地(土地+建物),臺北市中山區民族東路31~60號,6.41,商,,,1030208,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811210,56.68,2,1,1,有,有,12500000,220536,,0.0,0,陽台外推,RPRNMLLKLHJFFCA07DA
中山區,車位,臺北市中山區中山北路二段93巷1~30號,0.3,商,,,1030225,土地0建物0車位1,地下一層，地下二層，地下三層,十二層,其他,停車空間,鋼筋混凝土造,0940803,42.04,0,0,0,有,有,2430000,,坡道平面,0.0,2430000,,RPTQMLRKLHJFFCA18DA
南港區,土地,南港段一小段361~390地號,15.82,住,,,1030122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3195640,202000,,0.0,0,親友、員工或其他特殊關係間之交易。,RPTPMLLKLHJFFDA57DA
南港區,房地(土地+建物),臺北市南港區忠孝東路七段541~570號,210.35,工,,,1021218,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,,806.22,5,2,2,有,無,25276621,31352,,0.0,0,親友、員工或其他特殊關係間之交易。,RPWPMLLKLHJFFDA87DA
松山區,房地(土地+建物),臺北市松山區南京東路五段91~120號,11.45,其他,,,1030226,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660323,117.92,3,2,2,有,有,26800000,227273,,0.0,0,,RPXPMLRJLHJFFDA48DA
信義區,土地,信義段三小段31~60地號,20.13,其他,,,1030217,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,44000000,2185792,,0.0,0,,RPSOMLMKLHJFFDA47DA
信義區,房地(土地+建物),臺北市信義區吳興街269巷1~30號,9.5,住,,,1030216,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,21.42,3,2,1,有,無,2808100,131097,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUNMLOKLHJFFDA77DA
士林區,房地(土地+建物)+車位,臺北市士林區重慶北路四段241~270號,27.37,住,,,1030119,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000131,202.18,3,2,2,有,有,29950000,148135,升降平面,0.0,0,,RPVRMLSKLHJFFEA78DA
士林區,土地,芝蘭段二小段481~510地號,155.73,其他,,,1030218,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3298400,21180,,0.0,0,,RPOPMLRKLHJFFEA77DA
大安區,房地(土地+建物),臺北市大安區忠孝東路四段205巷7弄1~30號,35.19,住,,,1021216,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,169.14,3,2,2,有,有,51180000,302590,,0.0,0,,RPPPMLLKLHJFFFA37DA
大安區,房地(土地+建物),臺北市大安區建國南路二段151巷1~30號,28.77,住,,,1030126,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,149.15,4,2,2,有,有,37400000,250754,,0.0,0,,RPSNMLLMLHJFFFA67DA
北投區,土地,開明段一小段751~780地號,58.78,其他,,,1030218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2021200,34386,,0.0,0,包含公共設施保留地之交易。,RPPSMLLMLHJFFEA67CA
士林區,房地(土地+建物),臺北市士林區小西街1~30號,30.95,商,,,1021106,土地1建物1車位0,一層,四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0621212,38.59,1,1,1,有,無,28000000,725577,,0.0,0,,RPPPMLNJMHJFFEA37CA
大安區,房地(土地+建物)+車位,臺北市大安區和平東路二段311巷31~60號,21.05,住,,,1030207,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0740522,109.05,3,2,2,有,有,24500000,224647,坡道平面,5.81,0,"本標的為國民住宅,停車位需定期抽籤,本案權利人共2人。",RPTNMLMKLHJFFFA57CA
大安區,車位,臺北市大安區大安路一段16巷1~30號,0.44,住,,,1030217,土地0建物0車位1,地下一層,九層,其他,停車空間,鋼筋混凝土造,0881222,29.669999999999998,0,0,0,有,有,2200000,,坡道機械,0.0,2200000,,RPWNMLLKLHJFFFA77CA
大安區,房地(土地+建物)+車位,臺北市大安區光復南路691~720號,7.34,商,,,1030109,土地2建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011120,78.65,2,2,1,有,有,25200000,320407,塔式車位,0.0,0,,RPPOMLKKLHJFFFA07CA
大安區,車位,臺北市大安區大安路一段16巷1~30號,0.44,住,,,1030217,土地0建物0車位1,地下一層,九層,其他,停車空間,鋼筋混凝土造,0881222,29.669999999999998,0,0,0,有,有,2200000,,坡道機械,0.0,2200000,,RPSOMLKKLHJFFFA37CA
大安區,房地(土地+建物),臺北市大安區青田街12巷1~30號,52.1,住,,,1030113,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0791215,155.23999999999998,4,2,2,有,無,64000000,412265,,0.0,0,價格含增建,RPVOMLKKLHJFFFA67CA
大安區,房地(土地+建物),臺北市大安區復興南路二段148巷1~30號,16.96,住,,,1030214,土地3建物1車位0,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.4,3,2,2,有,有,25000000,232775,,0.0,0,價格含增建,RPVNMLLLLHJFFFA77CA
大安區,房地(土地+建物),臺北市大安區光復南路180巷1~30號,37.42,住,,,1021230,土地1建物1車位0,十二層，陽台,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0630824,209.41,4,2,1,有,有,14800000,70675,,0.0,0,本買賣案件係屬二親等間特殊交易，其交易價格可能異於市場正常交易價格。,RPPPMLRKLHJFFFA87CA
大安區,房地(土地+建物)+車位,臺北市大安區忠孝東路三段217巷4弄1~30號,43.86,住,,,1030214,土地2建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0600222,174.18,4,2,3,有,有,53500000,307154,坡道平面,0.0,0,,RPOOMLOKLHJFFFA37CA
文山區,土地,興隆段一小段361~390地號,11.84,其他,,,1030117,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,160000,13514,,0.0,0,包含公共設施保留地之交易。,RPSNMLLLLHJFFAA07DA
文山區,土地,草湳段一小段211~240地號,43606.0,其他,,,1030122,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,41425700,950,,0.0,0,,RPTQMLLJMHJFFAA37DA
大同區,房地(土地+建物),臺北市大同區環河北路一段181~210號,53.66,其他,,,1021227,土地1建物1車位0,一層，地下層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0690208,141.14,0,1,1,有,無,10400000,73686,,0.0,0,親友間交易.,RPVNMLMJMHJFFBA47DA
文山區,房地(土地+建物),臺北市文山區辛亥路五段61~90號,14.14,住,,,1030118,土地3建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720818,82.56,3,1,2,有,有,10450000,126575,,0.0,0,,RPWNMLMKLHJFFAA47DA
士林區,房地(土地+建物),臺北市士林區中山北路七段190巷4弄1~30號,20.02,住,,,1030224,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0660804,97.21,3,2,2,有,無,20000000,205740,,0.0,0,,RPTQMLOKLHJFFEA97CA
北投區,車位,臺北市北投區明德路271~300號,1.94,住,,,1030227,土地0建物0車位1,地下二層,十層,其他,停車空間,鋼筋混凝土造,0890426,15.68,0,0,0,有,有,900000,,坡道機械,15.68,900000,,RPVPMLNKLHJFFEA97CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段216巷1~30號,54.38,住,,,1021231,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0691115,259.18,4,2,2,有,無,32280000,124547,坡道平面,0.0,0,價格含增建，車位面積無法計算，內含獨立產權車位，未包含在棟數內,RPTQMLLKLHJFFEA67CA
士林區,房地(土地+建物),臺北市士林區中社路一段60巷1~30號,96.0,住,,,1030113,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640801,103.75,4,2,2,有,無,13600000,131084,,0.0,0,,RPVOMLRKLHJFFEA28CA
北投區,房地(土地+建物)+車位,臺北市北投區光明路241~270號,8.53,其他,,,1030123,土地1建物1車位1,十六層,十九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980818,103.32999999999998,1,1,1,有,有,10500000,155269,坡道平面,46.01,1600000,,RPSNMLLKLHJFFEA27CA
士林區,房地(土地+建物)+車位,臺北市士林區重慶北路四段211~240號,23.61,住,,,1030119,土地1建物1車位3,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020711,320.84,4,2,3,有,無,41990000,166205,坡道平面,104.31,6000000,,RPQOMLLKLHJFFEA17CA
士林區,房地(土地+建物)+車位,臺北市士林區重慶北路四段211~240號,23.47,住,,,1030111,土地1建物1車位2,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020711,286.07,4,2,3,有,無,37380000,154621,坡道平面,69.54,3900000,,RPROMLLKLHJFFEA27CA
士林區,房地(土地+建物)+車位,臺北市士林區重慶北路四段181~210號,21.83,住,,,1030212,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020711,266.78999999999996,4,2,2,有,無,40000000,175403,坡道平面,69.54,5400000,,RPVOMLLKLHJFFEA67CA
士林區,房地(土地+建物),臺北市士林區重慶北路四段49巷15弄1~30號,26.5,住,,,1030125,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660303,74.83,2,2,1,有,無,9150000,122277,,0.0,0,價格含增建,RPOQMLKKLHJFFEA07CA
士林區,房地(土地+建物)+車位,臺北市士林區福林路100巷77弄1~30號,66.84,住,,,1030121,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980316,169.96,3,2,2,有,有,41500000,244175,坡道平面,29.74,0,,RPPQMLKKLHJFFEA17CA
北投區,房地(土地+建物)+車位,臺北市北投區幽雅路1~30號,13.51,其他,,,1030227,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980205,105.49,1,1,1,有,有,11150000,105697,坡道機械,23.23,0,陽台外推本成交資訊系由不動產經紀業提供屬實,RPQQMLKKLHJFFEA27CA
北投區,房地(土地+建物),臺北市北投區石牌路一段58巷1~30號,18.09,住,,,1030128,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731212,96.42,2,2,1,有,有,19000000,197075,,0.0,0,,RPRQMLKKLHJFFEA37CA
北投區,房地(土地+建物),臺北市北投區同德街27巷1~30號,30.46,住,,,1030224,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680626,105.01,3,2,2,有,有,13680000,130273,,0.0,0,,RPOUMLRJLHJFFEA08CA
士林區,房地(土地+建物),臺北市士林區天母東路50巷1~30號,10.38,商,,,1030217,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670404,74.53999999999999,2,1,1,有,有,16000000,214650,,0.0,0,,RPROMLKKLHJFFEA17CA
士林區,房地(土地+建物)+車位,臺北市士林區中正路212巷1~30號,14.21,商,,,1030213,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000706,139.57,2,2,1,有,有,22800000,163359,升降平面,45.16,0,,RPQNMLQLLHJFFEA67CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷1~30號,41.27,工,,,1030120,土地1建物1車位2,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,215.62,0,0,0,無,無,22930000,122229,坡道平面,55.02,3300000,本件交易係屬預售價格,RPOPMLPLLHJFFEA57CA
北投區,房地(土地+建物)+車位,臺北市士林區中央北路四段515巷31~60號,26.62,工,,,1030120,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,136.22,0,0,0,無,無,14550000,123338,坡道平面,32.44,1750000,本件交易係屬預售價格,RPWOMLPLLHJFFEA28CA
北投區,房地(土地+建物),臺北市北投區中央北路四段515巷31~60號,14.95,工,,,1030120,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,62.87,0,0,0,無,無,7570000,120407,,0.0,0,本件交易係屬預售價格,RPQOMLPLLHJFFEA67CA
北投區,房地(土地+建物),臺北市北投區中央北路四段515巷31~60號,14.95,工,,,1030120,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,62.87,0,0,0,無,無,8750000,139176,,0.0,0,本件交易係屬預售價格,RPSOMLPLLHJFFEA87CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷61~90號,17.09,工,,,1030120,土地0建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,96.0,0,0,0,無,無,10500000,134519,坡道平面,32.44,1950000,本件交易係屬預售價格,RPTOMLPLLHJFFEA97CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷1~30號,40.13,工,,,1030120,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,193.03,0,0,0,無,無,21970000,125911,坡道平面,32.44,1750000,本件交易係屬預售價格,RPPNMLPLLHJFFEA47CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷1~30號,51.88,工,,,1030120,土地1建物1車位2,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,266.71000000000004,0,0,0,無,無,28350000,123123,坡道平面,64.88,3500000,本件交易係屬預售價格,RPQNMLPLLHJFFEA57CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,17.01,工,,,1030120,土地1建物1車位1,一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,95.86,0,0,0,無,無,11920000,152476,坡道平面,32.44,2250000,本件交易係屬預售價格,RPRNMLPLLHJFFEA67CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,17.09,工,,,1030120,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,92.93,0,0,0,無,無,9370000,118007,坡道平面,27.51,1650000,本件交易係屬預售價格,RPSNMLPLLHJFFEA77CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,18.77,工,,,1030201,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,99.86,0,0,0,無,無,10450000,121631,坡道平面,27.51,1650000,本件交易係屬預售價格,RPUNMLPLLHJFFEA97CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷1~30號,18.77,工,,,1030120,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,99.81,0,0,0,無,無,10300000,119640,坡道平面,27.51,1650000,本件交易係屬預售價格,RPVNMLPLLHJFFEA08CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,18.77,工,,,1030120,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,99.86,0,0,0,無,無,13250000,164640,坡道平面,32.44,2150000,本件交易係屬預售價格,RPWNMLPLLHJFFEA18CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷1~30號,19.07,工,,,1030120,土地1建物1車位1,一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,104.31,0,0,0,無,無,10900000,127313,坡道平面,32.44,1750000,本件交易係屬預售價格,RPXNMLTKLHJFFEA58CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,27.46,工,,,1030120,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,136.04000000000002,0,0,0,無,無,15470000,127338,坡道平面,27.51,1650000,本件交易係屬預售價格,RPOOMLTKLHJFFEA77CA
北投區,房地(土地+建物),臺北市北投區中央北路四段515巷31~60號,14.49,工,,,1030120,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,60.73,0,0,0,無,無,7220000,118887,,0.0,0,本件交易係屬預售價格,RPQNMLTKLHJFFEA87CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,28.3,工,,,1030120,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,139.89999999999998,0,0,0,無,無,15250000,121007,坡道平面,27.51,1650000,本件交易係屬預售價格,RPQOMLTKLHJFFEA97CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷1~30號,41.2,工,,,1030120,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,221.75,0,0,0,無,無,21580000,115255,坡道平面,64.88,3500000,本件交易係屬預售價格,RPROMLTKLHJFFEA08CA
北投區,房地(土地+建物),臺北市北投區中央北路四段515巷31~60號,14.95,工,,,1030120,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,62.87,0,0,0,無,無,8800000,139971,,0.0,0,本件交易係屬預售價格,RPSOMLTKLHJFFEA18CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,27.54,工,,,1030120,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,136.89,0,0,0,無,無,18240000,147102,坡道平面,27.51,2150000,本件交易係屬預售價格,RPWOMLTKLHJFFEA58CA
北投區,房地(土地+建物),臺北市北投區中央北路四段515巷61~90號,15.03,工,,,1030120,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,62.989999999999995,0,0,0,無,無,8580000,136212,,0.0,0,本件交易係屬預售價格,RPUPMLTKLHJFFEA48CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,16.02,工,,,1030120,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,88.24,0,0,0,無,無,9330000,126461,坡道平面,27.51,1650000,本件交易係屬預售價格,RPWPMLTKLHJFFEA68CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,18.77,工,,,1030120,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,99.86,0,0,0,無,無,10260000,121078,坡道平面,27.51,1500000,本件交易係屬預售價格,RPWNMLKLLHJFFEA67CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷61~90號,17.17,工,,,1030120,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,93.08,0,0,0,無,無,9800000,124295,坡道平面,27.51,1650000,本件交易係屬預售價格,RPXNMLKLLHJFFEA77CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷1~30號,39.82,工,,,1030120,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,191.71,0,0,0,無,無,21300000,122748,坡道平面,32.44,1750000,本件交易係屬預售價格,RPOOMLKLLHJFFEA96CA
松山區,土地,寶清段五小段271~300地號,56.78,其他,,,1030218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5942000,104650,,0.0,0,包含公共設施保留地之交易。,RPUPMLLMLHJFFDA77CA
松山區,房地(土地+建物)+車位,臺北市松山區三民路43巷1~30號,43.28,住,,,1021229,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951218,201.07999999999998,4,2,2,有,有,28300000,140740,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。,RPXNMLLMLHJFFDA87CA
信義區,土地,敦化段三小段601~630地號,183.0,其他,,,1021108,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6860000,37486,,0.0,0,包含公共設施保留地之交易。另有一位權利人,RPPOMLMJMHJFFDA07CA
內湖區,車位,臺北市內湖區新明路121~150號,0.64,工,,,1030119,土地0建物0車位1,一層,十二層,其他,見其他登記事項,鋼筋混凝土造,0970407,33.68,0,0,0,有,有,1300000,,坡道平面,35.03,0,,RPSNMLLMLHJFFCA27CA
內湖區,房地(土地+建物),臺北市內湖區東湖路113巷95弄61~90號,33.73,住,,,1021227,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750203,120.7,3,2,1,有,無,12000000,99420,,0.0,0,,RPRRMLLMLHJFFCA57CA
中山區,土地,吉林段二小段481~510地號,423.26,其他,,,1030225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,121519381,287103,,0.0,0,公設地,RPTOMLLJMHJFFCA27CA
內湖區,土地,文德段四小段271~300地號,8.48,住,,,1030226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3800000,448113,,0.0,0,,RPTNMLMJMHJFFCA27CA
內湖區,土地,文德段四小段271~300地號,8.48,住,,,1030226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3800000,448113,,0.0,0,,RPUNMLMJMHJFFCA37CA
中山區,房地(土地+建物)+車位,臺北市中山區德惠街1~30號,5.55,商,,,1030213,土地1建物1車位1,二層,十二層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0951113,59.120000000000005,1,1,1,有,無,12550000,212280,升降機械,0.57,0,,RPOQMLNJMHJFFCA17CA
內湖區,土地,文德段四小段271~300地號,16.95,住,,,1030226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7600000,448378,,0.0,0,,RPSQMLNJMHJFFCA57CA
信義區,房地(土地+建物),臺北市信義區吳興街211~240號,21.5,住,,,1030211,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790308,121.72,3,2,2,有,有,26500000,217713,,0.0,0,,RPUOMLMKLHJFFDA57CA
松山區,房地(土地+建物),臺北市松山區健康路181~210號,20.64,住,,,1030119,土地2建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0811028,114.3,3,2,2,有,有,24480000,214173,,0.0,0,,RPUOMLNKLHJFFDA67CA
松山區,房地(土地+建物),臺北市松山區八德路三段199巷1~30號,13.05,住,,,1030119,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730127,69.58,1,1,1,有,無,15380000,221041,,0.0,0,,RPVOMLNKLHJFFDA77CA
松山區,房地(土地+建物),臺北市松山區民生東路四段80巷3弄1~30號,21.0,住,,,1030110,土地2建物1車位0,一層，平台,七層,店面(店鋪),住家用,鋼筋混凝土造,0651130,110.87,6,2,1,有,有,36200000,326509,,0.0,0,,RPWNMLRKLHJFFDA18CA
松山區,房地(土地+建物),臺北市松山區延吉街31~60號,33.53,住,,,1030207,土地1建物1車位0,一層，平台,四層,店面(店鋪),住家用,鋼筋混凝土造,,88.71,0,0,0,無,無,53660000,604892,,0.0,0,,RPXNMLRKLHJFFDA28CA
南港區,車位,臺北市南港區南港路二段121~150號,0.64,住,,,1021203,土地0建物0車位1,地下二層,十七層,其他,停車空間,鋼筋混凝土造,0831221,55.99,0,0,0,有,有,335772,,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。,RPOOMLOKLHJFFDA17CA
信義區,房地(土地+建物),臺北市信義區永吉路120巷22弄1~30號,29.22,住,,,1021231,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671212,101.18,2,1,1,有,無,7200000,71160,,0.0,0,二親等間之買賣交易,RPWPMLRKLHJFFDA38CA
南港區,房地(土地+建物),臺北市南港區經貿一路31~60號,15.66,住,,,1030128,土地1建物1車位0,五層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0981001,36.21,1,1,1,有,有,7180000,198288,,0.0,0,價格含增建。,RPSNMLKKLHJFFDA07CA
信義區,房地(土地+建物),臺北市信義區富陽街20巷1~30號,31.25,住,,,1030212,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,76.64,3,1,1,有,無,8000000,104384,,0.0,0,親友、員工或其他特殊關係間之交易。,RPTNMLKKLHJFFDA17CA
信義區,房地(土地+建物),臺北市信義區松山路540巷1~30號,18.83,住,,,1021231,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800611,76.45,2,1,2,有,無,15700000,205363,,0.0,0,,RPRQMLRJLHJFFDA87CA
松山區,房地(土地+建物),臺北市松山區光復北路11巷91~120號,27.75,住,,,1021230,土地1建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780810,193.07,4,2,2,有,有,46200000,239291,,0.0,0,,RPUQMLRJLHJFFDA18CA
南港區,房地(土地+建物)+車位,臺北市南港區松河街271~300號,17.67,商,,,1030106,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970306,143.12,3,2,2,有,有,30500000,213108,坡道機械,0.0,0,1.價格含增建2.內含獨立產權車位，未包含在棟數內,RPXNMLKKLHJFFDA57CA
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段331~360號,5.88,商,,,1021230,土地3建物1車位1,七層,十一層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0940531,87.78,1,1,1,有,有,17800000,202780,坡道平面,47.71,0,價格含增建,RPTPMLKKLHJFFDA37CA
信義區,房地(土地+建物)+車位,臺北市信義區信安街103巷1~30號,57.38,住,,,1030211,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021022,186.28,3,2,2,有,有,37420000,235504,升降平面,40.55,3100000,本買賣案件係屬預售屋價格，103年信義AD30收件 032580 號為本案對應之土地,RPSQMLKKLHJFFDA37CA
信義區,房地(土地+建物)+車位,臺北市信義區信安街103巷1~30號,57.49,住,,,1030211,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021022,186.84,3,2,2,有,有,37520000,235286,升降平面,40.55,3100000,本買賣案件係屬預售屋價格，103年信義AD30收件 032550 號為本案對應之土地,RPUQMLKKLHJFFDA57CA
南港區,房地(土地+建物),臺北市南港區福德街373巷31~60號,14.8,住,,,1030217,土地1建物1車位0,二層,十九層,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0870521,83.56,0,0,0,無,有,8375000,100227,,0.0,0,,RPOQMLKKLHJFFDA96CA
南港區,房地(土地+建物),臺北市南港區向陽路196巷1~30號,21.49,住,,,1030120,土地1建物1車位0,一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960711,111.79,2,1,1,有,有,21500000,192325,,0.0,0,登記名義人為二人。好朋友間的買賣。,RPXQMLKKLHJFFDA87CA
